,champ,role,side,x,y,second
617,corki,mid,red,0.5973154362416108,0.5584415584415584,88
615,ornn,top,red,0.28187919463087246,0.12987012987012986,88
610,zac,top,blue,,,88
613,missfortune,adc,blue,,,88
612,azir,mid,blue,,,88
611,gragas,jgl,blue,0.26174496644295303,0.551948051948052,88
614,braum,sup,blue,,,88
625,ornn,top,red,0.26174496644295303,0.11038961038961038,89
628,aphelios,adc,red,,,89
627,corki,mid,red,0.5771812080536913,0.5454545454545454,89
626,trundle,jgl,red,0.5302013422818792,0.24675324675324675,89
629,janna,sup,red,0.9395973154362416,0.6753246753246753,89
624,braum,sup,blue,,,89
622,azir,mid,blue,,,89
621,gragas,jgl,blue,0.2550335570469799,0.551948051948052,89
620,zac,top,blue,,,89
623,missfortune,adc,blue,,,89
638,aphelios,adc,red,,,90
637,corki,mid,red,0.5570469798657718,0.538961038961039,90
636,trundle,jgl,red,0.5302013422818792,0.2532467532467532,90
635,ornn,top,red,0.24161073825503357,0.11038961038961038,90
639,janna,sup,red,0.9395973154362416,0.6948051948051948,90
633,missfortune,adc,blue,,,90
632,azir,mid,blue,,,90
631,gragas,jgl,blue,0.2550335570469799,0.5584415584415584,90
630,zac,top,blue,,,90
634,braum,sup,blue,,,90
649,janna,sup,red,0.9395973154362416,0.7207792207792207,91
648,aphelios,adc,red,,,91
647,corki,mid,red,0.5436241610738255,0.5324675324675324,91
646,trundle,jgl,red,0.5369127516778524,0.2532467532467532,91
645,ornn,top,red,,,91
644,braum,sup,blue,,,91
642,azir,mid,blue,,,91
641,gragas,jgl,blue,0.24161073825503357,0.5584415584415584,91
640,zac,top,blue,,,91
643,missfortune,adc,blue,,,91
657,corki,mid,red,0.5570469798657718,0.5194805194805194,92
659,janna,sup,red,0.9463087248322147,0.7402597402597403,92
658,aphelios,adc,red,,,92
656,trundle,jgl,red,0.5436241610738255,0.2532467532467532,92
655,ornn,top,red,,,92
653,missfortune,adc,blue,,,92
652,azir,mid,blue,,,92
651,gragas,jgl,blue,0.2483221476510067,0.551948051948052,92
650,zac,top,blue,,,92
654,braum,sup,blue,,,92
669,janna,sup,red,0.9463087248322147,0.7467532467532467,93
668,aphelios,adc,red,,,93
666,trundle,jgl,red,0.5436241610738255,0.2532467532467532,93
665,ornn,top,red,,,93
667,corki,mid,red,0.5704697986577181,0.5,93
663,missfortune,adc,blue,,,93
662,azir,mid,blue,,,93
661,gragas,jgl,blue,0.2550335570469799,0.551948051948052,93
660,zac,top,blue,,,93
664,braum,sup,blue,,,93
679,janna,sup,red,0.9530201342281879,0.7532467532467533,94
670,zac,top,blue,,,94
671,gragas,jgl,blue,0.2483221476510067,0.5454545454545454,94
672,azir,mid,blue,,,94
673,missfortune,adc,blue,,,94
674,braum,sup,blue,,,94
675,ornn,top,red,,,94
676,trundle,jgl,red,0.5503355704697986,0.2532467532467532,94
677,corki,mid,red,0.5771812080536913,0.4805194805194805,94
678,aphelios,adc,red,,,94
687,corki,mid,red,,,95
686,trundle,jgl,red,0.5570469798657718,0.2532467532467532,95
689,janna,sup,red,,,95
688,aphelios,adc,red,,,95
685,ornn,top,red,,,95
680,zac,top,blue,,,95
683,missfortune,adc,blue,,,95
682,azir,mid,blue,,,95
681,gragas,jgl,blue,0.24161073825503357,0.5454545454545454,95
684,braum,sup,blue,,,95
699,janna,sup,red,,,96
698,aphelios,adc,red,,,96
697,corki,mid,red,0.5704697986577181,0.4805194805194805,96
696,trundle,jgl,red,0.5570469798657718,0.2532467532467532,96
695,ornn,top,red,,,96
693,missfortune,adc,blue,,,96
692,azir,mid,blue,,,96
691,gragas,jgl,blue,0.24161073825503357,0.5454545454545454,96
690,zac,top,blue,,,96
694,braum,sup,blue,,,96
706,trundle,jgl,red,0.5570469798657718,0.2532467532467532,97
709,janna,sup,red,,,97
708,aphelios,adc,red,,,97
707,corki,mid,red,0.5704697986577181,0.4675324675324675,97
705,ornn,top,red,,,97
700,zac,top,blue,,,97
703,missfortune,adc,blue,,,97
702,azir,mid,blue,,,97
701,gragas,jgl,blue,0.2348993288590604,0.538961038961039,97
704,braum,sup,blue,,,97
716,trundle,jgl,red,0.5637583892617449,0.2597402597402597,98
719,janna,sup,red,,,98
718,aphelios,adc,red,,,98
717,corki,mid,red,,,98
715,ornn,top,red,,,98
710,zac,top,blue,,,98
713,missfortune,adc,blue,,,98
712,azir,mid,blue,0.5100671140939598,0.525974025974026,98
711,gragas,jgl,blue,0.2348993288590604,0.5454545454545454,98
714,braum,sup,blue,,,98
729,janna,sup,red,0.9664429530201343,0.8181818181818182,99
728,aphelios,adc,red,,,99
727,corki,mid,red,,,99
726,trundle,jgl,red,0.5637583892617449,0.2662337662337662,99
725,ornn,top,red,,,99
723,missfortune,adc,blue,,,99
722,azir,mid,blue,0.5167785234899329,0.5194805194805194,99
721,gragas,jgl,blue,0.24161073825503357,0.5454545454545454,99
720,zac,top,blue,,,99
724,braum,sup,blue,,,99
736,trundle,jgl,red,0.5704697986577181,0.2727272727272727,100
739,janna,sup,red,0.9530201342281879,0.8051948051948052,100
738,aphelios,adc,red,,,100
737,corki,mid,red,,,100
735,ornn,top,red,,,100
730,zac,top,blue,,,100
733,missfortune,adc,blue,,,100
731,gragas,jgl,blue,0.24161073825503357,0.5454545454545454,100
734,braum,sup,blue,,,100
732,azir,mid,blue,0.5167785234899329,0.525974025974026,100
740,zac,top,blue,,,101
741,gragas,jgl,blue,0.2348993288590604,0.5454545454545454,101
742,azir,mid,blue,,,101
743,missfortune,adc,blue,,,101
744,braum,sup,blue,,,101
745,ornn,top,red,,,101
746,trundle,jgl,red,0.5704697986577181,0.2662337662337662,101
747,corki,mid,red,,,101
748,aphelios,adc,red,,,101
749,janna,sup,red,0.9261744966442953,0.7922077922077922,101
759,janna,sup,red,0.9060402684563759,0.7922077922077922,102
758,aphelios,adc,red,,,102
757,corki,mid,red,,,102
756,trundle,jgl,red,0.5771812080536913,0.2727272727272727,102
755,ornn,top,red,,,102
751,gragas,jgl,blue,0.2348993288590604,0.538961038961039,102
753,missfortune,adc,blue,,,102
752,azir,mid,blue,0.5167785234899329,0.525974025974026,102
750,zac,top,blue,,,102
754,braum,sup,blue,,,102
766,trundle,jgl,red,0.5771812080536913,0.2792207792207792,103
769,janna,sup,red,0.8993288590604027,0.7987012987012987,103
768,aphelios,adc,red,,,103
767,corki,mid,red,,,103
765,ornn,top,red,,,103
761,gragas,jgl,blue,0.22818791946308725,0.538961038961039,103
763,missfortune,adc,blue,,,103
762,azir,mid,blue,0.5167785234899329,0.5194805194805194,103
760,zac,top,blue,,,103
764,braum,sup,blue,,,103
779,janna,sup,red,0.8859060402684564,0.7987012987012987,104
778,aphelios,adc,red,,,104
777,corki,mid,red,,,104
776,trundle,jgl,red,0.5838926174496645,0.2857142857142857,104
775,ornn,top,red,,,104
774,braum,sup,blue,,,104
772,azir,mid,blue,0.5033557046979866,0.525974025974026,104
771,gragas,jgl,blue,0.2348993288590604,0.538961038961039,104
770,zac,top,blue,,,104
773,missfortune,adc,blue,,,104
786,trundle,jgl,red,0.5771812080536913,0.2857142857142857,105
788,aphelios,adc,red,,,105
787,corki,mid,red,,,105
789,janna,sup,red,0.9060402684563759,0.7857142857142857,105
785,ornn,top,red,,,105
783,missfortune,adc,blue,,,105
782,azir,mid,blue,0.5100671140939598,0.5194805194805194,105
781,gragas,jgl,blue,0.2348993288590604,0.5324675324675324,105
780,zac,top,blue,,,105
784,braum,sup,blue,,,105
799,janna,sup,red,0.9261744966442953,0.7857142857142857,106
798,aphelios,adc,red,,,106
797,corki,mid,red,,,106
796,trundle,jgl,red,0.5771812080536913,0.2987012987012987,106
795,ornn,top,red,,,106
794,braum,sup,blue,,,106
793,missfortune,adc,blue,,,106
792,azir,mid,blue,0.5167785234899329,0.5194805194805194,106
791,gragas,jgl,blue,0.2348993288590604,0.525974025974026,106
790,zac,top,blue,,,106
808,aphelios,adc,red,,,107
807,corki,mid,red,,,107
806,trundle,jgl,red,0.5973154362416108,0.3051948051948052,107
805,ornn,top,red,,,107
809,janna,sup,red,0.9463087248322147,0.7987012987012987,107
803,missfortune,adc,blue,,,107
802,azir,mid,blue,0.5100671140939598,0.525974025974026,107
801,gragas,jgl,blue,0.2348993288590604,0.5324675324675324,107
800,zac,top,blue,,,107
804,braum,sup,blue,,,107
818,aphelios,adc,red,,,108
817,corki,mid,red,0.5570469798657718,0.461038961038961,108
816,trundle,jgl,red,0.6174496644295302,0.3246753246753247,108
815,ornn,top,red,,,108
819,janna,sup,red,0.9463087248322147,0.8051948051948052,108
813,missfortune,adc,blue,,,108
812,azir,mid,blue,,,108
811,gragas,jgl,blue,0.2348993288590604,0.525974025974026,108
810,zac,top,blue,,,108
814,braum,sup,blue,,,108
829,janna,sup,red,0.959731543624161,0.8116883116883117,110
828,aphelios,adc,red,,,110
827,corki,mid,red,,,110
826,trundle,jgl,red,0.6442953020134228,0.33766233766233766,110
825,ornn,top,red,,,110
824,braum,sup,blue,,,110
822,azir,mid,blue,,,110
821,gragas,jgl,blue,0.2348993288590604,0.512987012987013,110
820,zac,top,blue,,,110
823,missfortune,adc,blue,,,110
836,trundle,jgl,red,0.6644295302013423,0.35714285714285715,111
839,janna,sup,red,0.9664429530201343,0.8051948051948052,111
838,aphelios,adc,red,,,111
837,corki,mid,red,0.5436241610738255,0.461038961038961,111
835,ornn,top,red,,,111
831,gragas,jgl,blue,0.22818791946308725,0.5064935064935064,111
833,missfortune,adc,blue,,,111
832,azir,mid,blue,,,111
834,braum,sup,blue,,,111
830,zac,top,blue,,,111
849,janna,sup,red,0.9530201342281879,0.8051948051948052,112
848,aphelios,adc,red,,,112
847,corki,mid,red,,,112
846,trundle,jgl,red,0.6778523489932886,0.37012987012987014,112
845,ornn,top,red,,,112
844,braum,sup,blue,,,112
843,missfortune,adc,blue,,,112
842,azir,mid,blue,,,112
841,gragas,jgl,blue,0.2214765100671141,0.487012987012987,112
840,zac,top,blue,,,112
858,aphelios,adc,red,,,113
857,corki,mid,red,,,113
856,trundle,jgl,red,0.697986577181208,0.38311688311688313,113
855,ornn,top,red,,,113
859,janna,sup,red,0.9664429530201343,0.8181818181818182,113
853,missfortune,adc,blue,,,113
852,azir,mid,blue,0.5167785234899329,0.5194805194805194,113
851,gragas,jgl,blue,0.20134228187919462,0.4675324675324675,113
850,zac,top,blue,,,113
854,braum,sup,blue,,,113
868,aphelios,adc,red,,,114
867,corki,mid,red,,,114
866,trundle,jgl,red,0.7181208053691275,0.4025974025974026,114
865,ornn,top,red,,,114
869,janna,sup,red,0.9530201342281879,0.8051948051948052,114
863,missfortune,adc,blue,0.8456375838926175,0.8571428571428571,114
862,azir,mid,blue,0.5234899328859061,0.512987012987013,114
861,gragas,jgl,blue,0.18791946308724833,0.44805194805194803,114
860,zac,top,blue,,,114
864,braum,sup,blue,,,114
879,janna,sup,red,0.9530201342281879,0.8051948051948052,115
878,aphelios,adc,red,,,115
877,corki,mid,red,0.5973154362416108,0.43506493506493504,115
876,trundle,jgl,red,0.7315436241610739,0.42857142857142855,115
875,ornn,top,red,,,115
874,braum,sup,blue,,,115
872,azir,mid,blue,,,115
871,gragas,jgl,blue,0.15436241610738255,0.42207792207792205,115
870,zac,top,blue,,,115
873,missfortune,adc,blue,,,115
887,corki,mid,red,,,116
889,janna,sup,red,0.959731543624161,0.8181818181818182,116
888,aphelios,adc,red,,,116
886,trundle,jgl,red,0.738255033557047,0.44805194805194803,116
885,ornn,top,red,,,116
883,missfortune,adc,blue,,,116
882,azir,mid,blue,,,116
881,gragas,jgl,blue,0.1610738255033557,0.42857142857142855,116
880,zac,top,blue,,,116
884,braum,sup,blue,,,116
894,braum,sup,blue,,,117
890,zac,top,blue,,,117
891,gragas,jgl,blue,0.16778523489932887,0.42857142857142855,117
892,azir,mid,blue,,,117
893,missfortune,adc,blue,,,117
895,ornn,top,red,,,117
896,trundle,jgl,red,0.7516778523489933,0.474025974025974,117
897,corki,mid,red,,,117
898,aphelios,adc,red,,,117
899,janna,sup,red,0.9664429530201343,0.8246753246753247,117
908,aphelios,adc,red,,,118
909,janna,sup,red,,,118
906,trundle,jgl,red,0.7583892617449665,0.487012987012987,118
905,ornn,top,red,,,118
907,corki,mid,red,0.5503355704697986,0.461038961038961,118
903,missfortune,adc,blue,,,118
902,azir,mid,blue,,,118
901,gragas,jgl,blue,0.16778523489932887,0.42207792207792205,118
900,zac,top,blue,,,118
904,braum,sup,blue,,,118
919,janna,sup,red,0.9731543624161074,0.8116883116883117,119
918,aphelios,adc,red,,,119
916,trundle,jgl,red,0.8053691275167785,0.5194805194805194,119
915,ornn,top,red,,,119
917,corki,mid,red,0.5503355704697986,0.461038961038961,119
913,missfortune,adc,blue,,,119
912,azir,mid,blue,,,119
911,gragas,jgl,blue,0.1610738255033557,0.42207792207792205,119
910,zac,top,blue,,,119
914,braum,sup,blue,,,119
929,janna,sup,red,,,120
920,zac,top,blue,,,120
921,gragas,jgl,blue,0.16778523489932887,0.42207792207792205,120
922,azir,mid,blue,0.5302013422818792,0.5064935064935064,120
923,missfortune,adc,blue,,,120
924,braum,sup,blue,,,120
925,ornn,top,red,,,120
926,trundle,jgl,red,0.8120805369127517,0.525974025974026,120
927,corki,mid,red,,,120
928,aphelios,adc,red,,,120
937,corki,mid,red,0.5503355704697986,0.42857142857142855,121
936,trundle,jgl,red,0.8187919463087249,0.5324675324675324,121
939,janna,sup,red,,,121
938,aphelios,adc,red,,,121
935,ornn,top,red,,,121
934,braum,sup,blue,,,121
933,missfortune,adc,blue,,,121
932,azir,mid,blue,,,121
931,gragas,jgl,blue,0.16778523489932887,0.42857142857142855,121
930,zac,top,blue,,,121
949,janna,sup,red,,,122
948,aphelios,adc,red,,,122
947,corki,mid,red,,,122
946,trundle,jgl,red,0.825503355704698,0.5324675324675324,122
945,ornn,top,red,,,122
943,missfortune,adc,blue,,,122
942,azir,mid,blue,0.5167785234899329,0.5064935064935064,122
941,gragas,jgl,blue,0.16778523489932887,0.42207792207792205,122
940,zac,top,blue,,,122
944,braum,sup,blue,,,122
956,trundle,jgl,red,0.8322147651006712,0.538961038961039,123
959,janna,sup,red,0.959731543624161,0.8181818181818182,123
958,aphelios,adc,red,,,123
957,corki,mid,red,0.5570469798657718,0.43506493506493504,123
955,ornn,top,red,,,123
950,zac,top,blue,,,123
953,missfortune,adc,blue,,,123
952,azir,mid,blue,,,123
951,gragas,jgl,blue,0.174496644295302,0.42857142857142855,123
954,braum,sup,blue,,,123
966,trundle,jgl,red,0.8322147651006712,0.5324675324675324,124
969,janna,sup,red,0.9530201342281879,0.8246753246753247,124
968,aphelios,adc,red,,,124
967,corki,mid,red,,,124
965,ornn,top,red,0.174496644295302,0.13636363636363635,124
960,zac,top,blue,,,124
963,missfortune,adc,blue,,,124
962,azir,mid,blue,0.5234899328859061,0.4805194805194805,124
961,gragas,jgl,blue,0.18120805369127516,0.43506493506493504,124
964,braum,sup,blue,,,124
979,janna,sup,red,0.9731543624161074,0.8181818181818182,125
978,aphelios,adc,red,,,125
977,corki,mid,red,,,125
976,trundle,jgl,red,0.8322147651006712,0.538961038961039,125
975,ornn,top,red,,,125
973,missfortune,adc,blue,,,125
972,azir,mid,blue,0.5234899328859061,0.5,125
971,gragas,jgl,blue,0.18120805369127516,0.43506493506493504,125
970,zac,top,blue,,,125
974,braum,sup,blue,,,125
986,trundle,jgl,red,0.8389261744966443,0.538961038961039,126
989,janna,sup,red,0.9664429530201343,0.8246753246753247,126
988,aphelios,adc,red,,,126
987,corki,mid,red,,,126
985,ornn,top,red,0.19463087248322147,0.12987012987012986,126
984,braum,sup,blue,,,126
983,missfortune,adc,blue,,,126
982,azir,mid,blue,0.5369127516778524,0.4935064935064935,126
981,gragas,jgl,blue,0.18120805369127516,0.42857142857142855,126
980,zac,top,blue,,,126
999,janna,sup,red,,,127
998,aphelios,adc,red,,,127
997,corki,mid,red,,,127
996,trundle,jgl,red,0.8523489932885906,0.5324675324675324,127
995,ornn,top,red,0.2080536912751678,0.11038961038961038,127
994,braum,sup,blue,,,127
993,missfortune,adc,blue,,,127
992,azir,mid,blue,,,127
991,gragas,jgl,blue,0.174496644295302,0.42207792207792205,127
990,zac,top,blue,,,127
1008,aphelios,adc,red,,,128
1007,corki,mid,red,,,128
1006,trundle,jgl,red,0.8523489932885906,0.5324675324675324,128
1005,ornn,top,red,,,128
1009,janna,sup,red,,,128
1003,missfortune,adc,blue,,,128
1002,azir,mid,blue,,,128
1001,gragas,jgl,blue,0.18120805369127516,0.42857142857142855,128
1000,zac,top,blue,,,128
1004,braum,sup,blue,,,128
1018,aphelios,adc,red,,,129
1017,corki,mid,red,,,129
1016,trundle,jgl,red,0.8523489932885906,0.538961038961039,129
1015,ornn,top,red,,,129
1019,janna,sup,red,,,129
1013,missfortune,adc,blue,,,129
1012,azir,mid,blue,0.5436241610738255,0.5,129
1011,gragas,jgl,blue,0.18120805369127516,0.42857142857142855,129
1010,zac,top,blue,,,129
1014,braum,sup,blue,,,129
1029,janna,sup,red,,,130
1028,aphelios,adc,red,,,130
1027,corki,mid,red,,,130
1026,trundle,jgl,red,0.8523489932885906,0.538961038961039,130
1025,ornn,top,red,,,130
1024,braum,sup,blue,,,130
1022,azir,mid,blue,0.5436241610738255,0.5,130
1021,gragas,jgl,blue,0.20134228187919462,0.42857142857142855,130
1020,zac,top,blue,,,130
1023,missfortune,adc,blue,,,130
1036,trundle,jgl,red,0.8523489932885906,0.538961038961039,131
1038,aphelios,adc,red,,,131
1037,corki,mid,red,,,131
1035,ornn,top,red,,,131
1039,janna,sup,red,0.9328859060402684,0.8376623376623377,131
1033,missfortune,adc,blue,,,131
1032,azir,mid,blue,0.5436241610738255,0.5,131
1031,gragas,jgl,blue,0.2080536912751678,0.43506493506493504,131
1030,zac,top,blue,,,131
1034,braum,sup,blue,,,131
1049,janna,sup,red,0.9463087248322147,0.8376623376623377,132
1048,aphelios,adc,red,,,132
1047,corki,mid,red,,,132
1046,trundle,jgl,red,0.8657718120805369,0.5454545454545454,132
1045,ornn,top,red,,,132
1044,braum,sup,blue,,,132
1043,missfortune,adc,blue,,,132
1042,azir,mid,blue,0.5369127516778524,0.5064935064935064,132
1041,gragas,jgl,blue,0.2214765100671141,0.44155844155844154,132
1040,zac,top,blue,,,132
1058,aphelios,adc,red,,,133
1057,corki,mid,red,,,133
1056,trundle,jgl,red,0.8657718120805369,0.5454545454545454,133
1055,ornn,top,red,,,133
1059,janna,sup,red,0.9395973154362416,0.8181818181818182,133
1053,missfortune,adc,blue,,,133
1052,azir,mid,blue,0.5436241610738255,0.5,133
1051,gragas,jgl,blue,0.24161073825503357,0.44805194805194803,133
1050,zac,top,blue,,,133
1054,braum,sup,blue,,,133
1068,aphelios,adc,red,,,134
1067,corki,mid,red,,,134
1066,trundle,jgl,red,0.87248322147651,0.5454545454545454,134
1065,ornn,top,red,,,134
1069,janna,sup,red,0.9395973154362416,0.7922077922077922,134
1063,missfortune,adc,blue,,,134
1062,azir,mid,blue,0.5369127516778524,0.4935064935064935,134
1061,gragas,jgl,blue,0.2348993288590604,0.44805194805194803,134
1060,zac,top,blue,,,134
1064,braum,sup,blue,,,134
1079,janna,sup,red,,,136
1078,aphelios,adc,red,,,136
1077,corki,mid,red,,,136
1076,trundle,jgl,red,0.8859060402684564,0.5584415584415584,136
1075,ornn,top,red,,,136
1074,braum,sup,blue,0.9194630872483222,0.8701298701298701,136
1072,azir,mid,blue,0.5302013422818792,0.5,136
1071,gragas,jgl,blue,0.2348993288590604,0.44805194805194803,136
1070,zac,top,blue,,,136
1073,missfortune,adc,blue,,,136
1086,trundle,jgl,red,0.8859060402684564,0.5584415584415584,137
1089,janna,sup,red,,,137
1088,aphelios,adc,red,,,137
1087,corki,mid,red,,,137
1085,ornn,top,red,,,137
1084,braum,sup,blue,0.9060402684563759,0.8831168831168831,137
1083,missfortune,adc,blue,,,137
1082,azir,mid,blue,0.5369127516778524,0.4935064935064935,137
1081,gragas,jgl,blue,0.2348993288590604,0.44805194805194803,137
1080,zac,top,blue,,,137
1099,janna,sup,red,0.9328859060402684,0.8051948051948052,138
1098,aphelios,adc,red,,,138
1097,corki,mid,red,,,138
1096,trundle,jgl,red,0.8926174496644296,0.5584415584415584,138
1095,ornn,top,red,,,138
1094,braum,sup,blue,,,138
1093,missfortune,adc,blue,,,138
1092,azir,mid,blue,0.5369127516778524,0.5,138
1091,gragas,jgl,blue,0.22818791946308725,0.44805194805194803,138
1090,zac,top,blue,,,138
1108,aphelios,adc,red,,,139
1107,corki,mid,red,,,139
1106,trundle,jgl,red,0.8926174496644296,0.5584415584415584,139
1105,ornn,top,red,,,139
1109,janna,sup,red,0.9328859060402684,0.8116883116883117,139
1103,missfortune,adc,blue,,,139
1102,azir,mid,blue,0.5302013422818792,0.5,139
1101,gragas,jgl,blue,0.21476510067114093,0.44805194805194803,139
1100,zac,top,blue,,,139
1104,braum,sup,blue,,,139
1118,aphelios,adc,red,,,140
1117,corki,mid,red,,,140
1116,trundle,jgl,red,0.8926174496644296,0.5584415584415584,140
1115,ornn,top,red,,,140
1119,janna,sup,red,0.9463087248322147,0.7922077922077922,140
1113,missfortune,adc,blue,,,140
1112,azir,mid,blue,0.5369127516778524,0.4935064935064935,140
1111,gragas,jgl,blue,0.2214765100671141,0.44805194805194803,140
1110,zac,top,blue,,,140
1114,braum,sup,blue,,,140
1129,janna,sup,red,0.9463087248322147,0.7792207792207793,141
1128,aphelios,adc,red,,,141
1127,corki,mid,red,,,141
1126,trundle,jgl,red,0.8926174496644296,0.5584415584415584,141
1125,ornn,top,red,,,141
1124,braum,sup,blue,,,141
1122,azir,mid,blue,0.5369127516778524,0.4935064935064935,141
1121,gragas,jgl,blue,0.2214765100671141,0.44805194805194803,141
1120,zac,top,blue,,,141
1123,missfortune,adc,blue,,,141
1136,trundle,jgl,red,0.8926174496644296,0.5584415584415584,142
1138,aphelios,adc,red,,,142
1137,corki,mid,red,,,142
1135,ornn,top,red,,,142
1139,janna,sup,red,0.9463087248322147,0.7727272727272727,142
1133,missfortune,adc,blue,,,142
1132,azir,mid,blue,0.5436241610738255,0.4935064935064935,142
1131,gragas,jgl,blue,0.2214765100671141,0.44805194805194803,142
1130,zac,top,blue,,,142
1134,braum,sup,blue,,,142
1149,janna,sup,red,0.9463087248322147,0.7857142857142857,143
1148,aphelios,adc,red,,,143
1147,corki,mid,red,,,143
1146,trundle,jgl,red,0.8926174496644296,0.5584415584415584,143
1145,ornn,top,red,,,143
1144,braum,sup,blue,,,143
1143,missfortune,adc,blue,,,143
1142,azir,mid,blue,0.5436241610738255,0.487012987012987,143
1141,gragas,jgl,blue,0.21476510067114093,0.44805194805194803,143
1140,zac,top,blue,,,143
1158,aphelios,adc,red,,,144
1157,corki,mid,red,,,144
1156,trundle,jgl,red,0.8926174496644296,0.5584415584415584,144
1155,ornn,top,red,,,144
1159,janna,sup,red,0.9463087248322147,0.7987012987012987,144
1153,missfortune,adc,blue,,,144
1152,azir,mid,blue,0.5503355704697986,0.4675324675324675,144
1151,gragas,jgl,blue,0.21476510067114093,0.44805194805194803,144
1150,zac,top,blue,,,144
1154,braum,sup,blue,,,144
1168,aphelios,adc,red,,,145
1167,corki,mid,red,0.5973154362416108,0.4090909090909091,145
1166,trundle,jgl,red,0.8926174496644296,0.5584415584415584,145
1165,ornn,top,red,,,145
1169,janna,sup,red,0.9328859060402684,0.7987012987012987,145
1163,missfortune,adc,blue,,,145
1162,azir,mid,blue,,,145
1161,gragas,jgl,blue,0.21476510067114093,0.45454545454545453,145
1160,zac,top,blue,,,145
1164,braum,sup,blue,,,145
1179,janna,sup,red,0.9395973154362416,0.8246753246753247,146
1178,aphelios,adc,red,,,146
1177,corki,mid,red,0.6040268456375839,0.4025974025974026,146
1176,trundle,jgl,red,0.87248322147651,0.5454545454545454,146
1175,ornn,top,red,,,146
1174,braum,sup,blue,,,146
1172,azir,mid,blue,,,146
1171,gragas,jgl,blue,0.2080536912751678,0.461038961038961,146
1170,zac,top,blue,,,146
1173,missfortune,adc,blue,,,146
1186,trundle,jgl,red,0.8456375838926175,0.551948051948052,147
1188,aphelios,adc,red,,,147
1187,corki,mid,red,,,147
1185,ornn,top,red,,,147
1189,janna,sup,red,0.9530201342281879,0.8376623376623377,147
1183,missfortune,adc,blue,,,147
1180,zac,top,blue,,,147
1184,braum,sup,blue,,,147
1182,azir,mid,blue,0.5503355704697986,0.45454545454545453,147
1181,gragas,jgl,blue,0.20134228187919462,0.4675324675324675,147
1198,aphelios,adc,red,,,148
1197,corki,mid,red,,,148
1196,trundle,jgl,red,0.8456375838926175,0.551948051948052,148
1195,ornn,top,red,,,148
1199,janna,sup,red,0.9664429530201343,0.8181818181818182,148
1193,missfortune,adc,blue,,,148
1192,azir,mid,blue,0.5436241610738255,0.4675324675324675,148
1191,gragas,jgl,blue,0.20134228187919462,0.474025974025974,148
1190,zac,top,blue,,,148
1194,braum,sup,blue,,,148
1209,janna,sup,red,0.959731543624161,0.7922077922077922,149
1208,aphelios,adc,red,,,149
1207,corki,mid,red,,,149
1206,trundle,jgl,red,0.8187919463087249,0.564935064935065,149
1205,ornn,top,red,,,149
1204,braum,sup,blue,,,149
1202,azir,mid,blue,0.5369127516778524,0.474025974025974,149
1200,zac,top,blue,,,149
1203,missfortune,adc,blue,,,149
1201,gragas,jgl,blue,0.2080536912751678,0.474025974025974,149
1219,janna,sup,red,0.959731543624161,0.7857142857142857,150
1215,ornn,top,red,,,150
1218,aphelios,adc,red,,,150
1217,corki,mid,red,,,150
1216,trundle,jgl,red,0.8187919463087249,0.5909090909090909,150
1214,braum,sup,blue,,,150
1212,azir,mid,blue,,,150
1211,gragas,jgl,blue,0.2080536912751678,0.4805194805194805,150
1210,zac,top,blue,,,150
1213,missfortune,adc,blue,,,150
1228,aphelios,adc,red,,,151
1227,corki,mid,red,0.6241610738255033,0.43506493506493504,151
1226,trundle,jgl,red,0.8120805369127517,0.6168831168831169,151
1225,ornn,top,red,,,151
1229,janna,sup,red,0.959731543624161,0.7727272727272727,151
1223,missfortune,adc,blue,,,151
1222,azir,mid,blue,,,151
1221,gragas,jgl,blue,0.2080536912751678,0.487012987012987,151
1220,zac,top,blue,,,151
1224,braum,sup,blue,,,151
1239,janna,sup,red,0.9664429530201343,0.7662337662337663,152
1238,aphelios,adc,red,,,152
1237,corki,mid,red,,,152
1236,trundle,jgl,red,,,152
1235,ornn,top,red,,,152
1234,braum,sup,blue,,,152
1232,azir,mid,blue,,,152
1231,gragas,jgl,blue,0.21476510067114093,0.487012987012987,152
1230,zac,top,blue,,,152
1233,missfortune,adc,blue,,,152
1246,trundle,jgl,red,,,153
1248,aphelios,adc,red,,,153
1247,corki,mid,red,,,153
1245,ornn,top,red,,,153
1249,janna,sup,red,0.9798657718120806,0.7597402597402597,153
1243,missfortune,adc,blue,,,153
1240,zac,top,blue,,,153
1244,braum,sup,blue,,,153
1242,azir,mid,blue,,,153
1241,gragas,jgl,blue,0.21476510067114093,0.487012987012987,153
1259,janna,sup,red,0.9798657718120806,0.7532467532467533,154
1258,aphelios,adc,red,,,154
1257,corki,mid,red,0.5973154362416108,0.4155844155844156,154
1255,ornn,top,red,,,154
1256,trundle,jgl,red,0.8322147651006712,0.6948051948051948,154
1253,missfortune,adc,blue,,,154
1252,azir,mid,blue,,,154
1251,gragas,jgl,blue,0.21476510067114093,0.4805194805194805,154
1250,zac,top,blue,,,154
1254,braum,sup,blue,,,154
1266,trundle,jgl,red,0.8456375838926175,0.7207792207792207,155
1269,janna,sup,red,0.9798657718120806,0.7597402597402597,155
1268,aphelios,adc,red,,,155
1267,corki,mid,red,,,155
1265,ornn,top,red,,,155
1261,gragas,jgl,blue,0.21476510067114093,0.4935064935064935,155
